,sentence,word,ner
2924,21, कठोर ,o
2925,21, वाक्य ,o
2926,21, को ,o
2927,21, नहीं ,o
2928,21, सइसक्ता ,o
2929,21, है ,o
2930,21, मैं ,o
2931,21, हितैषी ,o
2932,21, होकर ,o
2933,21, रोकता ,o
2934,21," है,हे ",o
2935,21, राक्षस ,B-PERSON
2936,21, आपको ,o
2937,21, मेरा ,o
2938,21, वचन ,o
2939,21, पसन्द ,o
2940,21, नहीं ,o
2941,21, आता ,o
2942,21," है, ",o
2943,21, दूर ,o
2944,21, हुई ,o
2945,21, पाचु ,o
2946,21, दा ,o
2947,21, पुरुप ,o
2948,21, अन्तकाल ,o
2949,21, के ,o
2950,21, आने ,o
2951,21, पर ,o
2952,21, प्रहदों ,o
2953,21, से ,o
2954,21, कहे ,o
2955,21, हित ,o
2956,21, वाक्य ,o
2957,21, को ,o
2958,21, ग्रहण ,o
2959,21, नहीं ,o
2960,21, करते ,o
2961,21, हैं ,o
2962,22,रावणका ,B-PERSON
2963,22, छोटा ,B-LOCATION
2964,22, भाई ,B-PERSON
2965,22, विभीषण ,B-PERSON
2966,22, चार ,B-COUNT
2967,22, दूसरे ,B-PERSON
2968,22, राक्षसों ,B-PERSON
2969,22, सहित ,B-PERSON
2970,22, आपकी ,o
2971,22, शरण ,B-PERSON
2972,22, आया ,o
2973,22, है ,o
2974,22, (मैं ,o
2975,22, जानता ,o
2976,22, हूं) ,o
2977,22, रावण ,B-PERSON
2978,22, से ,o
2979,22, भेजा ,o
2980,22," हुआ, ",o
2981,22, माया ,B-PERSON
2982,22, से ,o
2983,22, ढका ,o
2984,22," हुआ, ",o
2985,22, कुटिल ,o
2986,22, बुद्धि ,o
2987,22, से ,o
2988,22, यहां ,o
2989,22, आया ,o
2990,22," है, ",o
2991,22, कि ,o
2992,22, आपके ,o
2993,22, विश्वस्त ,o
2994,22, होने ,o
2995,22, पर ,o
2996,22, आप ,B-PERSON
2997,22, पर ,o
2998,22, प्रहार ,o
2999,22, करे ,o
3000,22, मित्रभाव ,o
3001,22, में ,o
3002,22, प्रात ,o
3003,22, हुए ,o
3004,22, को ,o
3005,22, मैं ,o
3006,22, कभी ,o
3007,22, स्वाग ,o
3008,22, नहीं ,o
3009,22, सक्का ,o
3010,22, यद्यपि ,o
3011,22, उसका ,o
3012,22, दोष ,o
3013,22," हो, ",o
3014,22, पर ,o
3015,22, पलों ,o
3016,22, से ,o
3017,22, यह ,o
3018,22, (शरणागत ,o
3019,22, का ,o
3020,22, त्याग) ,o
3021,22, निन्दित ,o
3022,22, है ,o
3023,22, चाहे ,o
3024,22, यह ,o
3025,22, निशार ,B-PERSON
3026,22, दुष्ट ,o
3027,22," हो, ",o
3028,22, वा ,o
3029,22, अदुष्ट ,o
3030,22," हो, ",o
3031,22, पर ,o
3032,22, ऐसे ,o
3033,22, दुःख ,o
3034,22, में ,o
3035,22, जो ,o
3036,22, भाई ,B-PERSON
3037,22, को ,o
3038,22, त्याग ,o
3039,22, सक्ता ,o
3040,22, है ,o
3041,22, +आतों ,o
3042,22, या ,o
3043,22, याद ,o
3044,22, वा ,o
3045,22, सः ,o
3046,22, परेषां ,o
3047,22, शरणं ,o
3048,22, गतः। ,o
3049,22, भरिमाणान्परिखज्य ,B-PERSON
3050,22, रक्षितम्या ,B-LOCATION
3051,22, कृतात्पना ,B-PERSON
3052,23,.श्रीवास्मीकि ,B-PERSON
3053,23, रामायण ,B-PERSON
3054,23, टीका-वानराधिपति ,B-PERSON
3055,23, के ,B-PERSON
3056,23, वचन ,o
3057,23, को ,o
3058,23," सुनकर, ",o
3059,23, और ,o
3060,23, सब ,o
3061,23, की ,o
3062,23, ओर ,o
3063,23, देखकर ,o
3064,23, सो ,o
3065,23, पराकमवाला ,B-PERSON
3066,23, राय ,B-LOCATION
3067,23, यह ,B-PERSON
3068,23, वाक्य ,o
3069,23, बोला ,o
3070,23, एकबार ,B-PERSON
3071,23, ही ,o
3072,23, जो ,o
3073,23," ""मैं ",o
3074,23, तेरा ,o
3075,23," ह"" ",o
3076,23, ऐसी ,o
3077,23, याचना ,o
3078,23, करता ,o
3079,23, हुआ ,o
3080,23, शरणागत ,o
3081,23, हुआ ,o
3082,23," है, ",o
3083,23, ऐमें ,o
3084,23, सब ,o
3085,23, लोगों ,B-PERSON
3086,23, को ,o
3087,23, मैं ,o
3088,23, अभय ,o
3089,23, देता ,o
3090,23," है, ",o
3091,23, यह ,o
3092,23, मेरा ,o
3093,23, ब्रत ,o
3094,23, है ,o
3095,23, मेरा ,o
3096,23, भी ,o
3097,23, अन्तरात्मा ,B-PERSON
3098,23, विभीषण ,B-PERSON
3099,23, को ,o
3100,23, शुद्ध ,o
3101,23, जानता ,o
3102,23, है ,o
3103,23, अनुमान ,o
3104,23, से ,o
3105,23, और ,o
3106,23, हृदय ,o
3107,23, के ,o
3108,23, भाव ,o
3109,23, से ,o
3110,23, सब ,o
3111,23, तरह ,o
3112,23, सुपरीक्षित ,o
3113,23, है ,o
3114,23, सगै ,B-PERSON
3115,23, १९ ,B-COUNT
3116,23, (व. ,B-PERSON
3117,23, २९ ,B-COUNT
3118,23, ) ,I-PERSON
3119,23, विभीषण ,B-PERSON
3120,23, का ,B-PERSON
3121,23, शरणागत ,B-PERSON
3122,23, होना ,o
3123,23, राम ,B-PERSON
3124,23, से ,o
3125,23, अभय ,B-PERSON
3126,23, दिये ,o
3127,23, जाने ,o
3128,23, पर ,o
3129,23, झुका ,o
3130,23, हुपा ,B-PERSON
3131,23, रावण ,B-PERSON
3132,23, का ,B-PERSON
3133,23, छोटा ,B-PERSON
3134,23, भाई ,B-PERSON
3135,23, चारों ,B-PERSON
3136,23, राक्षसों ,B-PERSON
3137,23, ममेत ,B-PERSON
3138,23, पाओं ,o
3139,23, पर ,o
3140,23, आ ,o
3141,23, गिरा ,o
3142,23, आपके ,B-PERSON
3143,23, अधीन ,o
3144,23, मेरा ,B-PERSON
3145,23, राज्य ,o
3146,23, जीवित ,o
3147,23, और ,o
3148,23, सुख ,o
3149,23, है ,o
3150,23, । ,o
3151,23, उसके ,o
3152,23, इस ,B-PERSON
3153,23, वचन ,o
3154,23, को ,o
3155,23, सुनकर ,o
3156,23, वाणी ,B-PERSON
3157,23, से ,B-PERSON
3158,23, उसकोवसल्ली ,B-PERSON
3159,23, देकर ,o
3160,23, और ,o
3161,23, नेत्रों ,B-PERSON
3162,23, से ,o
3163,23, मानों ,o
3164,23, पीते ,o
3165,23, हुए ,o
3166,23, राम ,B-PERSON
3167,23, यह ,B-PERSON
3168,23, वचन ,o
3169,23," बोले, ",o
3170,23, मुझे ,o
3171,23, राक्षसों ,B-PERSON
3172,23, का ,B-PERSON
3173,23, बलाचळ ,B-PERSON
3174,23, ठीक ,o
3175,23, २ ,B-COUNT
3176,23, को ,o
3177,24,रावण ,B-PERSON
3178,24, रसातल ,B-PERSON
3179,24, वा ,B-LOCATION
3180,24, पाताल ,B-PERSON
3181,24, में ,o
3182,24, प्रवेश ,o
3183,24, कर ,o
3184,24, । ,o
3185,24," जाए, ",o
3186,24, अथवा ,o
3187,24, ब्रह्मा ,B-PERSON
3188,24, के ,o
3189,24, पास ,o
3190,24, चला ,o
3191,24," जाए, ",o
3192,24, पर ,o
3193,24, अब ,B-PERSON
3194,24, मुझ ,o
3195,24, से ,o
3196,24, यह ,o
3197,24, जीता ,o
3198,24, । ,o
3199,24, नहीं ,o
3200,24, छुटेगा ,o
3201,24, ।। ,o
3202,24, १५ ,B-COUNT
3203,24, ।। ,o
3204,24, मुखदायी ,B-PERSON
3205,24, कर्मावाले ,B-PERSON
3206,24, राम ,B-PERSON
3207,24, के ,B-PERSON
3208,24, वचन ,o
3209,24, को ,o
3210,24, सुन ,o
3211,24, कर ,o
3212,24, वह ,B-PERSON
3213,24, धर्मात्मा ,B-PERSON
3214,24, सिर ,B-PERSON
3215,24, से ,o
3216,24, पन्दना ,o
3217,24, करके ,o
3218,24, फिर ,B-PERSON
3219,24, कहने ,o
3220,24, लगा ,o
3221,24, वह ,o
3222,24, पर्ववतुल्प ,B-PERSON
3223,24, वानरश्रेष्ठ ,o
3224,24, पर्वतों ,I-LOCATION
3225,24, से ,o
3226,24, वृक्षों ,I-LOCATION
3227,24, को ,o
3228,24, तोड़कर ,o
3229,24, समुद्र ,I-LOCATION
3230,24, की ,I-LOCATION
3231,24, ओर ,o
3232,24, खींच ,o
3233,24, लाये ,o
3234,24, और ,I-LOCATION
3235,24, वह ,B-LOCATION
3236,24, महावली ,B-PERSON
3237,24, महाकाय ,B-LOCATION
3238,24, वानर ,B-PERSON
3239,24, हाथी ,B-LOCATION
3240,24, जितने ,B-LOCATION
3241,24, बड़े ,B-PERSON
3242,24, २ ,B-COUNT
3243,24, पत्थरों ,B-LOCATION
3244,24, को ,I-LOCATION
3245,24, और ,I-LOCATION
3246,24, पर्वतों ,I-LOCATION
3247,24, को ,o
3248,24, यन्त्रों ,o
3249,24, से ,o
3250,24, उखाड़कर ,o
3251,24, ढोते ,o
3252,24, भए ,o
3253,24, फैकी ,I-LOCATION
3254,24, जाती ,o
3255,24, हुई ,I-LOCATION
3256,24, शिलाओं ,I-LOCATION
3257,24, और ,I-LOCATION
3258,24, गिरते ,o
3259,24, हुए ,I-LOCATION
3260,24, पर्वतों ,I-LOCATION
3261,24, का ,I-LOCATION
3262,24, उस ,B-LOCATION
3263,24, महासागर ,B-LOCATION
3264,24, में ,I-LOCATION
3265,24, तुमल ,B-LOCATION
3266,24, शब्द ,o
3267,24, होता ,o
3268,24, था ,o
3269,24, हे ,B-PERSON
3270,24, नरदेव ,B-PERSON
3271,24, सागर ,B-LOCATION
3272,24, समेत ,B-PERSON
3273,24, सारी ,B-LOCATION
3274,24, पृथिवी ,B-PERSON
3275,24, को ,o
3276,24," जीत, ",o
3277,24, और ,o
3278,24, अनेक ,o
3279,24, वर्ष ,o
3280,24, उसे ,o
3281,24, पालन ,o
3282,24," कर, ",o
3283,24, इमप्रकार ,o
3284,24, वह ,o
3285,24, विविध ,o
3286,24, भवचनों ,o
3287,24, से ,o
3288,24, मनुष्य ,B-PERSON
3289,24, और ,o
3290,24, देवताओं ,B-PERSON
3291,24, से ,o
3292,24, संस्कृत ,B-PERSON
3293,24, राम ,B-PERSON
3294,24, को ,B-PERSON
3295,24, पूजते ,o
3296,24, भये ,o
3297,25,तुम ,o
3298,25, दानों ,B-PERSON
3299,25, बेमालुम ,B-LOCATION
3300,25, वानरों ,B-PERSON
3301,25, की ,o
3302,25, सेना ,o
3303,25, में ,o
3304,25, प्रवेश ,o
3305,25, करके ,o
3306,25, सेना ,o
3307,25, का ,o
3308,25, परिमाण ,o
3309,25, और ,o
3310,25, मुख्य ,o
3311,25, २ ,B-COUNT
3312,25, वानर-१३जो ,B-PERSON
3313,25, युद्ध ,B-PERSON
3314,25, में ,o
3315,25, आगे ,o
3316,25, लगने ,o
3317,25, वाले ,o
3318,25," है, ",o
3319,25, और ,o
3320,25, जो ,o
3321,25, दूसरे ,B-PERSON
3322,25, शूरवीर ,B-PERSON
3323,25, वानर ,B-PERSON
3324,25," है, ",B-PERSON
3325,25, और ,o
3326,25, जैसे ,o
3327,25, उन ,B-PERSON
3328,25, महात्मा ,B-PERSON
3329,25, वानरों ,B-PERSON
3330,25, का ,B-PERSON
3331,25, निवेश ,o
3332,25, (तरतीव) ,B-PERSON
3333,25, है ,o
3334,25, ।। ,o
3335,25, ४ ,B-COUNT
3336,25, । ,o
3337,25, और ,o
3338,25, राम ,B-PERSON
3339,25, का ,B-PERSON
3340,25, और ,B-PERSON
3341,25, वीर ,B-PERSON
3342,25, लक्ष्मण ,B-PERSON
3343,25, का ,B-PERSON
3344,25, व्यवसाय ,o
3345,25, पाक्ति ,B-PERSON
3346,25, और ,o
3347,25, शव ,B-PERSON
3348,25, ठीक ,B-PERSON
3349,25, २ ,B-COUNT
3350,25, जानने ,o
3351,25, योग्य ,o
3352,25, हो ,o
3353,25, वह ,o
3354,25, दोनों ,B-PERSON
3355,25, राम ,B-PERSON
3356,25, को ,o
3357,25, देखकर ,o
3358,25, दुखित ,o
3359,25," हो, ",o
3360,25, और ,o
3361,25, जीवित ,o
3362,25, में ,o
3363,25, निराश ,o
3364,25," हो, ",o
3365,25, हाथ ,o
3366,25, बांधे ,o
3367,25, रस्ते ,o
3368,25, हुए ,o
3369,25, यह ,o
3370,25, वचन ,o
3371,25, बोले ,o
3372,25, इस ,o
3373,25, मकार ,o
3374,25, सन्देश ,o
3375,25, दिये ,o
3376,25, हुए ,o
3377,25, शुक ,B-PERSON
3378,25, सारण ,B-LOCATION
3379,25, राक्षस ,B-PERSON
3380,25," ""भय ",o
3381,25," हो"" ",o
3382,25, इस ,B-PERSON
3383,25, प्रकार ,o
3384,25, धर्मप्रिय ,B-PERSON
3385,25, राघव ,B-PERSON
3386,25, को ,B-PERSON
3387,25, प्रविनन्दन ,B-PERSON
3388,25, करके ,o
3389,25, यह ,B-PERSON
3390,25, कहकर ,o
3391,25, शुक ,B-PERSON
3392,25, और ,o
3393,25, सारण ,B-PERSON
3394,25, को ,B-PERSON
3395,25, लज्जित ,o
3396,25, हुए ,o
3397,25, और ,o
3398,25, जय ,B-PERSON
3399,25, शब्द ,o
3400,25, कहकर ,o
3401,25, बाहर ,o
3402,25, चले ,o
3403,25, गये ,o
3404,25, देखकर ,o
